id,short_code,code,name,user_type_id/id,reconcile,account_type,group_id/id,chart_template_id:id
ttrx_phr4_1_1_02_005,331,4.1.1.02.005,Táxi / Ulber / 99,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_02,br_pharmedic_chart_template
ttrx_phr4_1_1_03_001,333,4.1.1.03.001,Telefonia Fixa,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_03,br_pharmedic_chart_template
ttrx_phr4_1_1_03_002,335,4.1.1.03.002,Telefonia Movel,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_03,br_pharmedic_chart_template
ttrx_phr4_1_1_03_003,337,4.1.1.03.003,Desp. C/ Internet,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_03,br_pharmedic_chart_template
ttrx_phr4_1_1_04_001,339,4.1.1.04.001,Agua / Esgoto,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_04,br_pharmedic_chart_template
ttrx_phr4_1_1_04_002,341,4.1.1.04.002,Energia Eletrica,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_04,br_pharmedic_chart_template
ttrx_phr4_1_1_04_003,343,4.1.1.04.003,Alugueis,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_04,br_pharmedic_chart_template
ttrx_phr4_1_1_04_004,345,4.1.1.04.004,Condominio,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_04,br_pharmedic_chart_template
ttrx_phr4_1_1_04_005,347,4.1.1.04.005,Manutencao / Reparos / Conservação Predial,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_04,br_pharmedic_chart_template
ttrx_phr4_1_1_04_006,349,4.1.1.04.006,IPTU,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_04,br_pharmedic_chart_template
ttrx_phr4_1_1_04_007,351,4.1.1.04.007,Limpeza Escritório,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_04,br_pharmedic_chart_template
ttrx_phr4_1_1_05_001,353,4.1.1.05.001,Material De Escritorio,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_05,br_pharmedic_chart_template
ttrx_phr4_1_1_05_002,355,4.1.1.05.002,Material De Higiene E Limpeza,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_05,br_pharmedic_chart_template
ttrx_phr4_1_1_05_003,357,4.1.1.05.003,Suprimentos De Informatica,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_05,br_pharmedic_chart_template
ttrx_phr4_1_1_05_004,359,4.1.1.05.004,Despesas C/ Copa & Cozinha,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_05,br_pharmedic_chart_template
ttrx_phr4_1_1_06_001,361,4.1.1.06.001,Correios / Malotes / Aereo,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_06,br_pharmedic_chart_template
ttrx_phr4_1_1_06_002,363,4.1.1.06.002,Fretes E Carretos,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_06,br_pharmedic_chart_template
ttrx_phr4_1_1_06_003,365,4.1.1.06.003,Servicos De Motoboy,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_06,br_pharmedic_chart_template
ttrx_phr4_1_1_07_001,367,4.1.1.07.001,Brindes,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_07,br_pharmedic_chart_template
ttrx_phr4_1_1_07_002,369,4.1.1.07.002,Bonificacoes,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_07,br_pharmedic_chart_template
ttrx_phr4_1_1_07_003,371,4.1.1.07.003,Criacao De Materiais / Midias,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_07,br_pharmedic_chart_template
ttrx_phr4_1_1_07_004,373,4.1.1.07.004,Patrocinio,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_07,br_pharmedic_chart_template
ttrx_phr4_1_1_07_005,375,4.1.1.07.005,Gerenciamento De Midia Social,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_07,br_pharmedic_chart_template
ttrx_phr4_1_1_07_006,377,4.1.1.07.006,Outras Despesas De Marketing,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_07,br_pharmedic_chart_template
ttrx_phr4_1_1_07_007,379,4.1.1.07.007,Grafica,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_07,br_pharmedic_chart_template
ttrx_phr4_1_1_08_001,381,4.1.1.08.001,Patrocinio Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_002,383,4.1.1.08.002,Stand Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_003,385,4.1.1.08.003,Banner Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_004,387,4.1.1.08.004,Coffe Break Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_005,389,4.1.1.08.005,Brindes Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_006,391,4.1.1.08.006,Grafica Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_007,393,4.1.1.08.007,Segurança Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_008,395,4.1.1.08.008,Modelos Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_009,397,4.1.1.08.009,Garçon Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_010,399,4.1.1.08.010,Aluguel De Equipamentos Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_011,401,4.1.1.08.011,Passagem Aerea Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_012,403,4.1.1.08.012,Estadia Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_013,405,4.1.1.08.013,Transporte Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_014,407,4.1.1.08.014,Premio Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_08_015,409,4.1.1.08.015,Producao De Evento,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_08,br_pharmedic_chart_template
ttrx_phr4_1_1_09_001,411,4.1.1.09.001,Locacao De Veiculos Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_002,413,4.1.1.09.002,Hospedagem Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_003,415,4.1.1.09.003,Passagens Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_004,417,4.1.1.09.004,Pedagios Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_005,419,4.1.1.09.005,Lanches / Refeicoes Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_006,421,4.1.1.09.006,Taxi Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_007,423,4.1.1.09.007,Locomoção Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_008,425,4.1.1.09.008,Reembolso De Combustivel Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_009,427,4.1.1.09.009,Viagens E Estadias Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_09_010,429,4.1.1.09.010,Estacionamento Viagem,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_09,br_pharmedic_chart_template
ttrx_phr4_1_1_10_001,431,4.1.1.10.001,Despesas C/ Depreciacoes,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_10,br_pharmedic_chart_template
ttrx_phr4_1_1_10_002,433,4.1.1.10.002,Despesas C/ Amortizacoes,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_10,br_pharmedic_chart_template
ttrx_phr4_1_1_11_001,435,4.1.1.11.001,Assessoria Contabil,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_11,br_pharmedic_chart_template
ttrx_phr4_1_1_11_002,437,4.1.1.11.002,Assessoria Juridica,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_11,br_pharmedic_chart_template
ttrx_phr4_1_1_11_003,439,4.1.1.11.003,Consultorias,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_11,br_pharmedic_chart_template
ttrx_phr4_1_1_11_004,441,4.1.1.11.004,Servicos de Limpeza,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_11,br_pharmedic_chart_template
ttrx_phr4_1_1_11_005,443,4.1.1.11.005,Servicos de Vigilancia,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_11,br_pharmedic_chart_template
ttrx_phr4_1_1_11_006,445,4.1.1.11.006,Servicos de Informatica,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_11,br_pharmedic_chart_template
ttrx_phr4_1_1_11_007,447,4.1.1.11.007,Serviço de Chaveiro,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_11,br_pharmedic_chart_template
ttrx_phr4_1_1_12_001,449,4.1.1.12.001,Associacao De Classes,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_12,br_pharmedic_chart_template
ttrx_phr4_1_1_12_002,451,4.1.1.12.002,Taxas Federais,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_12,br_pharmedic_chart_template
ttrx_phr4_1_1_12_003,453,4.1.1.12.003,Taxas Estaduais,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_12,br_pharmedic_chart_template
ttrx_phr4_1_1_12_004,455,4.1.1.12.004,Taxas Municipais,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_12,br_pharmedic_chart_template
ttrx_phr4_1_1_12_005,457,4.1.1.12.005,Taxas Sindicais,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_12,br_pharmedic_chart_template
ttrx_phr4_1_1_13_001,459,4.1.1.13.001,Festas Aniversário,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_13,br_pharmedic_chart_template
ttrx_phr4_1_1_13_002,461,4.1.1.13.002,Farmácia / Remédio,account.data_account_type_expenses,0,expense,phar_gp_4_1_1_13,br_pharmedic_chart_template
ttrx_phr4_1_2_01_001,463,4.1.2.01.001,Despesas / Taxas Bancarias,account.data_account_type_expenses,0,expense,phar_gp_4_1_2_01,br_pharmedic_chart_template
ttrx_phr4_1_2_01_002,465,4.1.2.01.002,IOF / IOC,account.data_account_type_expenses,0,expense,phar_gp_4_1_2_01,br_pharmedic_chart_template
ttrx_phr4_1_2_01_003,467,4.1.2.01.003,Juros Passivos,account.data_account_type_expenses,0,expense,phar_gp_4_1_2_01,br_pharmedic_chart_template
ttrx_phr4_1_2_01_004,469,4.1.2.01.004,Desconto Concedidos,account.data_account_type_expenses,0,expense,phar_gp_4_1_2_01,br_pharmedic_chart_template
ttrx_phr4_1_2_01_005,471,4.1.2.01.005,Tarifas De Cambio,account.data_account_type_expenses,0,expense,phar_gp_4_1_2_01,br_pharmedic_chart_template
ttrx_phr4_1_2_02_001,473,4.1.2.02.001,Variacao Cambial Passiva,account.data_account_type_expenses,0,expense,phar_gp_4_1_2_02,br_pharmedic_chart_template
ttrx_phr4_2_1_01_001,477,4.2.1.01.001,Multas Federais,account.data_account_type_expenses,0,expense,phar_gp_4_2_1_01,br_pharmedic_chart_template
ttrx_phr4_2_1_01_002,479,4.2.1.01.002,Multas Estaduais,account.data_account_type_expenses,0,expense,phar_gp_4_2_1_01,br_pharmedic_chart_template
ttrx_phr4_2_1_01_003,481,4.2.1.01.003,Multas Municipais,account.data_account_type_expenses,0,expense,phar_gp_4_2_1_01,br_pharmedic_chart_template
ttrx_phr4_2_1_01_004,483,4.2.1.01.004,Multas De Transito,account.data_account_type_expenses,0,expense,phar_gp_4_2_1_01,br_pharmedic_chart_template
ttrx_phr4_2_1_02_001,485,4.2.1.02.001,Doacoes,account.data_account_type_expenses,0,expense,phar_gp_4_2_1_02,br_pharmedic_chart_template
ttrx_phr5_1_1_01_001,487,5.1.1.01.001,Apuração Do Resultado,account.data_unaffected_earnings,0,,phar_gp_5_1_1_01,br_pharmedic_chart_template
